State & Year,State,Year,Total_Population,Population Less Than 18,White,Black,Native,Asian,Hispanic,Others,Annual median household income,Mother Participation in Labor Force,Percentage of married-couple households with children under 18,Public_Enrollment,Public_rate,Public_Estimate,Private_Enrollment,Private_rate,Private_Estimate,Private/Public_ratio,Buddhist,Catholic,Evangelical Protestant,Hindu,Historically Black Protestant,Jehovah's Witness,Jewish,Mainline Protestant,Mormon,Muslim,Orthodox Christian,Other Christian,Other Faiths,Other World Religions,Unaffiliated (religious "nones"),Don't know,Sample size,Number Hospitals,Staffed Beds,Total Discharges,Patient Days,Gross Patient Revenue ($000)
"Idaho, 2004",Idaho,2004,1391802,384692,86.66%,0.50%,1.43%,1.04%,9.15%,1.35%,47805.08109,,,,0.653105733,251244.5507,,0.05951463,22894.80223,0.091125567,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2005",Idaho,2005,1428241,394651,86.22%,0.52%,1.44%,1.08%,9.48%,1.40%,47805.08109,,,,0.652818945,257635.6496,,0.05951463,23487.50843,0.091165599,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2006",Idaho,2006,1468669,404753,85.71%,0.54%,1.42%,1.12%,9.91%,1.45%,48354.00345,,,,0.652675551,264172.3875,,0.05951463,24088.72523,0.091185629,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2007",Idaho,2007,1505105,415024,85.19%,0.56%,1.42%,1.15%,10.31%,1.51%,47875.56973,,,,0.652603855,270846.2621,24700,0.05951463,24700,0.091195647,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2008",Idaho,2008,1534320,422347,84.76%,0.57%,1.42%,1.17%,10.68%,1.55%,49281.29375,,,,0.652568006,275610.1397,,0.051678287,21826.16952,0.079192186,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2009",Idaho,2009,1554439,426076,84.35%,0.59%,1.43%,1.18%,10.99%,1.61%,48299.34598,,,,0.652550082,278035.9287,18680,0.043841944,18680,0.067185562,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2010",Idaho,2010,1570819,429250,84.02%,0.57%,1.42%,1.20%,11.28%,1.67%,43490,62.6%,72.96%,,0.65254112,280103.2756,,0.037856976,16250.10696,0.058014698,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2011",Idaho,2011,1584272,428903,83.75%,0.60%,1.26%,1.24%,11.44%,1.71%,43341,60.4%,73.46%,279873,0.652532158,279873,13670,0.031872008,13670,0.048843583,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2012",Idaho,2012,1595910,427984,83.49%,0.60%,1.25%,1.26%,11.64%,1.75%,45489,63.9%,72.32%,284834,0.665524879,284834,,0.037591672,16088.63418,0.056484248,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2013",Idaho,2013,1612053,428987,83.19%,0.62%,1.26%,1.28%,11.87%,1.78%,46783,56.8%,72.31%,296476,0.69110719,296476,18580,0.043311336,18580,0.062669491,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2014",Idaho,2014,1632248,431314,82.95%,0.64%,1.26%,1.30%,12.03%,1.82%,47861,57.2%,73.02%,290885,0.674415855,290885,,0.044965557,19394.27421,0.066673339,< 1%,0.1,0.21,< 1%,< 1%,< 1%,< 1%,0.16,0.19,0.01,0.01,< 1%,0.02,< 1%,0.27,0.01,320,,,,,
"Idaho, 2015",Idaho,2015,1652495,433936,82.65%,0.66%,1.26%,1.36%,12.21%,1.86%,48275,62.5%,72.27%,292277,0.673548634,292277,20230,0.046619778,20230,0.069215162,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2016",Idaho,2016,1684036,438146,82.31%,0.69%,1.26%,1.42%,12.40%,1.92%,51807,61.8%,72.96%,297200,0.678312709,297200,,0.052697556,23089.22323,0.077689176,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2017",Idaho,2017,1719745,443043,82.07%,0.71%,1.25%,1.45%,12.56%,1.95%,52225,62.5%,74.74%,301186,0.679812118,301186,26040,0.058775333,26040,0.086458202,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2018",Idaho,2018,1752074,445134,81.87%,0.72%,1.25%,1.45%,12.70%,2.00%,55583,63.9%,73.80%,310522,0.697592186,310522,,0.058775333,26162.89922,0.084254575,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2019",Idaho,2019,1789060,448116,81.64%,0.73%,1.24%,1.46%,12.87%,2.05%,60999,66.7%,76.40%,311096,0.694230958,311096,,0.058775333,26338.16727,0.084662507,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2020",Idaho,2020,1826913,458267,81.43%,0.75%,1.24%,1.48%,12.99%,2.11%,,,,307581,0.671182957,307581,,0.058775333,26934.79567,0.087569764,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2021",Idaho,2021,,465744,80.80%,1.23%,2.20%,2.30%,13.48%,,66474,67.0%,75.28%,314258,0.674744065,314258,,0.058775333,27374.25884,0.087107596,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2022",Idaho,2022,,468145,80.44%,1.26%,2.20%,2.36%,13.74%,,72785,65.6%,76.22%,317555,0.67832616,317555,,0.058775333,27515.37842,0.086647599,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2023",Idaho,2023,,467342,80.03%,1.30%,2.20%,2.46%,14.01%,,,,76.01%,,0.67832616,317010.3041,,0.058775333,27468.18182,0.086647599,,,,,,,,,,,,,,,,,,,,,,
"Idaho, 2024",Idaho,2024,,,,,,,,,,,,,0.67832616,,,0.058775333,,,,,,,,,,,,,,,,,,,,18,2667,113788,521193,18842675
"Illinois, 1990",Illinois,1990,11446979,2940837,74.79%,14.66%,0.16%,2.44%,7.94%,,,58.8%,,1821407,0.619349865,1821407,,0.098503723,289683.3919,0.159043746,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 1991",Illinois,1991,11535973,2988715,74.46%,14.71%,0.16%,2.53%,8.14%,,,,,,0.625364818,1869037.213,,0.098503723,294399.5532,0.157514014,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 1992",Illinois,1992,11635197,3033427,74.08%,14.77%,0.16%,2.62%,8.37%,,,,,,0.628372295,1906121.485,,0.098503723,298803.8516,0.15676013,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 1993",Illinois,1993,11725984,3066541,73.67%,14.83%,0.16%,2.71%,8.63%,,34653,,,,0.629876033,1931540.68,,0.098503723,302065.7039,0.156385888,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 1994",Illinois,1994,11804986,3110938,73.26%,14.86%,0.16%,2.80%,8.91%,,36075,,,,0.630627902,1961844.304,,0.098503723,306438.9736,0.156199436,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 1995",Illinois,1995,11884935,3152984,72.88%,14.88%,0.15%,2.89%,9.20%,,38071,,,,0.631003837,1989545.001,,0.098503723,310580.6612,0.156106377,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 1996",Illinois,1996,11953003,3192916,72.48%,14.87%,0.15%,2.98%,9.52%,,38630,,,,0.631191804,2015342.41,,0.098503723,314514.1118,0.156059889,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 1997",Illinois,1997,12011509,3222114,72.06%,14.87%,0.15%,3.07%,9.85%,,40613,,,,0.631285787,2034074.774,,0.098503723,317390.2235,0.156036655,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 1998",Illinois,1998,12069774,3225252,71.64%,14.86%,0.15%,3.16%,10.18%,,42065,,,,0.631332779,2036207.309,,0.098503723,317699.3282,0.156025041,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 1999",Illinois,1999,12128370,3240034,71.21%,14.87%,0.15%,3.24%,10.52%,,44459,,,,0.631356275,2045615.798,,0.098503723,319155.4102,0.156019234,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2000",Illinois,2000,12434161,3244944,68.07%,15.01%,0.20%,3.48%,12.42%,0.84%,46435,,,2048792,0.631379771,2048792,,0.098503723,319639.0635,0.156013428,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2001",Illinois,2001,12488445,3243617,67.56%,14.94%,0.20%,3.61%,12.82%,0.89%,46171,,,,0.652468069,2116356.521,,0.098503723,319508.349,0.150970947,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2002",Illinois,2002,12525556,3238362,67.08%,14.88%,0.20%,3.73%,13.20%,0.93%,45906,,,,0.663012218,2147073.573,,0.098503723,318990.712,0.148569996,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2003",Illinois,2003,12556006,3225547,66.64%,14.81%,0.20%,3.85%,13.55%,0.98%,45607,,,,0.668284293,2155582.395,,0.098503723,317728.3868,0.147397932,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2004",Illinois,2004,12589773,3211599,66.22%,14.74%,0.21%,3.96%,13.88%,1.02%,50990.61123,,,,0.67092033,2154727.061,,0.098503723,316354.4569,0.146818807,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2005",Illinois,2005,12609903,3197318,65.79%,14.68%,0.21%,4.08%,14.21%,1.07%,50990.61123,,,,0.672238349,2149359.772,,0.098503723,314947.7252,0.146530948,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2006",Illinois,2006,12643955,3181246,65.34%,14.61%,0.21%,4.20%,14.55%,1.12%,51278.86869,,,,0.672897358,2140652.028,,0.098503723,313364.5734,0.146387441,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2007",Illinois,2007,12695866,3170134,64.91%,14.53%,0.21%,4.32%,14.88%,1.17%,51320.18864,,,,0.673226863,2134219.367,312270,0.098503723,312270,0.146315793,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2008",Illinois,2008,12747038,3153401,64.49%,14.45%,0.21%,4.43%,15.23%,1.23%,53250.79324,,,,0.673391615,2123473.792,,0.095409051,300862.9957,0.141684346,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2009",Illinois,2009,12796778,3138406,64.08%,14.38%,0.21%,4.53%,15.56%,1.28%,53412.81642,,,,0.673473991,2113634.814,289720,0.092314379,289720,0.137071928,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2010",Illinois,2010,12840545,3123282,63.66%,14.34%,0.21%,4.61%,15.88%,1.33%,52972,67.5%,69.30%,,0.673515179,2103577.836,,0.089975116,281017.6596,0.133590331,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2011",Illinois,2011,12867783,3092684,63.37%,14.29%,0.17%,4.77%,16.02%,1.37%,53234,68.4%,68.80%,2083097,0.673556367,2083097,271030,0.087635853,271030,0.13010916,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2012",Illinois,2012,12883029,3059885,63.04%,14.26%,0.18%,4.93%,16.18%,1.41%,55137,70.5%,68.57%,2072880,0.677437224,2072880,,0.090316641,276358.5341,0.133321048,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2013",Illinois,2013,12895778,3025460,62.72%,14.24%,0.18%,5.10%,16.32%,1.45%,56210,70.3%,68.67%,2066990,0.683198588,2066990,281360,0.092997428,281360,0.136120639,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2014",Illinois,2014,12885092,2993220,62.39%,14.21%,0.18%,5.24%,16.49%,1.48%,57444,68.8%,68.69%,2050239,0.684961012,2050239,,0.093824209,280836.5004,0.136977445,0.01,0.28,0.2,0.01,0.07,0.01,0.02,0.16,< 1%,0.01,0.01,< 1%,0.01,< 1%,0.22,0.01,1326,,,,,
"Illinois, 2015",Illinois,2015,12859585,2962885,62.05%,14.19%,0.18%,5.38%,16.67%,1.53%,59588,72.2%,68.93%,2041779,0.689118545,2041779,280440,0.094650991,280440,0.13735081,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2016",Illinois,2016,12821709,2931409,61.75%,14.15%,0.18%,5.49%,16.85%,1.57%,60960,76.4%,67.88%,2026718,0.691380152,2026718,,0.091901798,269401.757,0.132925132,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2017",Illinois,2017,12779893,2897055,61.43%,14.11%,0.18%,5.63%,17.04%,1.61%,62992,73.6%,68.96%,2005153,0.692134944,2005153,258280,0.089152605,258280,0.128808126,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2018",Illinois,2018,12724685,2857349,61.09%,14.10%,0.18%,5.75%,17.23%,1.65%,65030,76.2%,68.75%,1982327,0.693764395,1982327,,0.089152605,254740.1067,0.128505593,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2019",Illinois,2019,12667017,2817312,60.78%,14.10%,0.18%,5.83%,17.42%,1.69%,69187,74.0%,68.62%,1943117,0.689706003,1943117,,0.089152605,251170.7038,0.12926175,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2020",Illinois,2020,12587530,2869242,60.43%,14.13%,0.18%,5.90%,17.63%,1.72%,,,,1886137,0.65736421,1886137,,0.089152605,255800.3986,0.135621325,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2021",Illinois,2021,,2811647,59.71%,14.65%,0.59%,6.50%,18.55%,,72205,75.6%,68.96%,1868482,0.664550706,1868482,,0.089152605,250665.6543,0.134154707,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2022",Illinois,2022,,2752035,59.36%,14.63%,0.59%,6.61%,18.80%,,76708,78.4%,67.97%,1852242,0.673044493,1852242,,0.089152605,245351.0892,0.132461681,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2023",Illinois,2023,,2705522,59.03%,14.61%,0.60%,6.74%,19.02%,,,,68.51%,,0.673044493,1820936.682,,0.089152605,241204.3341,0.132461681,,,,,,,,,,,,,,,,,,,,,,
"Illinois, 2024",Illinois,2024,,,,,,,,,,,,,0.673044493,,,0.089152605,,,,,,,,,,,,,,,,,,,,137,27360,1101865,5704614,182358748
"Indiana, 1990",Indiana,1990,5555097,1437209,89.58%,7.74%,0.22%,0.67%,1.79%,,,63.6%,,954525,0.664151839,954525,,0.074501676,107074.4788,0.112175667,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 1991",Indiana,1991,5602062,1450759,89.48%,7.79%,0.22%,0.68%,1.82%,,,,,,0.646131129,937380.5501,,0.074501676,108083.9765,0.115304266,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 1992",Indiana,1992,5648649,1461650,89.33%,7.87%,0.22%,0.71%,1.87%,,,,,,0.637120774,931247.5787,,0.074501676,108895.3743,0.116934934,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 1993",Indiana,1993,5701965,1473007,89.19%,7.92%,0.22%,0.74%,1.93%,,31086,,,,0.632615596,931847.2013,,0.074501676,109741.4898,0.117767687,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 1994",Indiana,1994,5745626,1491802,89.02%,7.99%,0.22%,0.77%,2.00%,,28647,,,,0.630363007,940376.795,,0.074501676,111141.7488,0.118188528,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 1995",Indiana,1995,5791819,1507916,88.83%,8.04%,0.22%,0.80%,2.11%,,33385,,,,0.629236713,948836.1072,,0.074501676,112342.2688,0.118400078,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 1996",Indiana,1996,5834908,1517961,88.67%,8.06%,0.22%,0.84%,2.21%,,33004,,,,0.628673566,954301.9545,,0.074501676,113090.6381,0.118506137,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 1997",Indiana,1997,5872370,1539270,88.44%,8.14%,0.22%,0.87%,2.34%,,36667,,,,0.628391992,967264.9417,,0.074501676,114678.1943,0.118559238,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 1998",Indiana,1998,5907617,1551960,88.22%,8.19%,0.22%,0.90%,2.46%,,38580,,,,0.628251205,975020.7406,,0.074501676,115623.6206,0.118585806,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 1999",Indiana,1999,5942901,1566079,88.02%,8.23%,0.22%,0.94%,2.59%,,40635,,,,0.628180812,983780.7778,,0.074501676,116675.5098,0.118599095,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2000",Indiana,2000,6091866,1574989,85.93%,8.37%,0.26%,0.99%,3.57%,0.88%,39717,,,989267,0.628110419,989267,,0.074501676,117339.3197,0.118612386,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2001",Indiana,2001,6127760,1579527,85.49%,8.45%,0.27%,1.05%,3.83%,0.93%,40379,,,,0.63956872,1010216.062,,0.074501676,117677.4083,0.116487366,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2002",Indiana,2002,6155967,1580814,85.08%,8.52%,0.27%,1.11%,4.05%,0.99%,41581,,,,0.645297871,1020095.909,,0.074501676,117773.2919,0.115453156,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2003",Indiana,2003,6196638,1582560,84.65%,8.58%,0.27%,1.18%,4.30%,1.04%,42124,,,,0.648162447,1025755.962,,0.074501676,117903.3719,0.114942907,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2004",Indiana,2004,6233007,1586281,84.21%,8.65%,0.27%,1.24%,4.54%,1.10%,45767.98808,,,,0.649594734,1030439.785,,0.074501676,118180.5926,0.11468947,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2005",Indiana,2005,6278616,1593898,83.73%,8.71%,0.27%,1.31%,4.83%,1.16%,45767.98808,,,,0.650310878,1036529.208,,0.074501676,118748.0719,0.11456317,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2006",Indiana,2006,6332669,1603107,83.23%,8.79%,0.27%,1.38%,5.12%,1.23%,47074.07082,,,,0.65066895,1043091.949,,0.074501676,119434.1578,0.114500124,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2007",Indiana,2007,6379599,1609494,82.78%,8.85%,0.27%,1.44%,5.39%,1.30%,46406.62558,,,,0.650847986,1047535.929,119910,0.074501676,119910,0.114468627,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2008",Indiana,2008,6424806,1611494,82.35%,8.92%,0.27%,1.49%,5.63%,1.36%,48095.21888,,,,0.650937504,1048981.882,,0.074763946,120481.6501,0.114855797,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2009",Indiana,2009,6459325,1609704,81.95%,8.97%,0.27%,1.55%,5.85%,1.43%,46579.25462,,,,0.650982263,1047888.753,120770,0.075026216,120770,0.115250784,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2010",Indiana,2010,6490555,1606192,81.59%,9.03%,0.27%,1.59%,6.05%,1.49%,44613,69.8%,66.22%,,0.651004643,1045638.449,,0.077897157,125117.7901,0.119656838,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2011",Indiana,2011,6517250,1598651,81.28%,9.09%,0.25%,1.71%,6.14%,1.54%,46438,70.5%,65.45%,1040765,0.651027022,1040765,129120,0.080768098,129120,0.124062589,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2012",Indiana,2012,6538989,1590106,80.96%,9.13%,0.25%,1.82%,6.25%,1.59%,46974,69.9%,66.27%,1041369,0.654905396,1041369,,0.078590841,124967.7684,0.12000335,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2013",Indiana,2013,6570575,1586498,80.62%,9.19%,0.25%,1.92%,6.38%,1.63%,47529,68.9%,66.11%,1047385,0.660186776,1047385,121230,0.076413585,121230,0.115745404,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2014",Indiana,2014,6596019,1582652,80.31%,9.24%,0.26%,2.02%,6.49%,1.68%,49446,69.2%,65.04%,1046269,0.661085949,1046269,,0.092535929,146452.173,0.13997564,< 1%,0.18,0.31,< 1%,0.05,< 1%,0.01,0.16,0.01,< 1%,< 1%,< 1%,0.01,< 1%,0.26,< 1%,654,,,,,
"Indiana, 2015",Indiana,2015,6611442,1578987,80.00%,9.29%,0.26%,2.11%,6.61%,1.73%,50532,71.6%,66.25%,1046757,0.66292946,1046757,171570,0.108658273,171570,0.163906236,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2016",Indiana,2016,6637898,1576812,79.60%,9.36%,0.26%,2.23%,6.76%,1.79%,52314,72.2%,66.20%,1049547,0.665613275,1049547,,0.100323018,158190.5383,0.150722682,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2017",Indiana,2017,6662068,1573905,79.23%,9.44%,0.26%,2.31%,6.92%,1.84%,54181,73.3%,65.61%,1054187,0.669790743,1054187,144780,0.091987763,144780,0.137338062,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2018",Indiana,2018,6698481,1572404,78.76%,9.54%,0.26%,2.44%,7.10%,1.89%,55746,73.7%,65.83%,1055706,0.671396155,1055706,,0.091987763,144641.9264,0.137009666,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2019",Indiana,2019,6731010,1569375,78.37%,9.63%,0.27%,2.53%,7.28%,1.94%,57603,77.0%,65.87%,1051411,0.669955237,1051411,,0.091987763,144363.2954,0.137304342,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2020",Indiana,2020,6754953,1603634,78.00%,9.69%,0.27%,2.60%,7.44%,1.99%,,,,1033964,0.644763082,1033964,,0.091987763,147514.7042,0.142669091,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2021",Indiana,2021,,1596363,76.97%,10.74%,0.79%,3.04%,8.46%,,62743,71.9%,67.80%,1036625,0.649366717,1036625,,0.091987763,146845.8612,0.14165765,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2022",Indiana,2022,,1592048,76.53%,10.86%,0.80%,3.14%,8.68%,,66785,71.2%,68.27%,1036108,0.650801986,1036108,,0.091987763,146448.934,0.14134524,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2023",Indiana,2023,,1587254,76.08%,11.00%,0.80%,3.24%,8.88%,,,,67.60%,,0.650801986,1032988.055,,0.091987763,146007.9446,0.14134524,,,,,,,,,,,,,,,,,,,,,,
"Indiana, 2024",Indiana,2024,,,,,,,,,,,,,0.650801986,,,0.091987763,,,,,,,,,,,,,,,,,,,,100,15353,653910,3195301,98914343
"Iowa, 1990",Iowa,1990,2779769,719366,95.95%,1.72%,0.24%,0.91%,1.18%,,,69.8%,,483652,0.672330914,483652,,0.066083313,47538.08859,0.098289863,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 1991",Iowa,1991,2791227,724446,95.76%,1.75%,0.25%,0.96%,1.29%,,,,,,0.673718314,488072.5381,,0.066083313,47873.79182,0.098087452,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 1992",Iowa,1992,2806923,724798,95.64%,1.78%,0.25%,1.01%,1.33%,,,,,,0.674412015,488812.4796,,0.066083313,47897.05314,0.09798656,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 1993",Iowa,1993,2820525,727751,95.47%,1.80%,0.25%,1.07%,1.42%,,30230,,,,0.674758865,491056.4389,,0.066083313,48092.19717,0.097936191,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 1994",Iowa,1994,2829422,728397,95.29%,1.83%,0.25%,1.11%,1.52%,,34016,,,,0.67493229,491618.6554,,0.066083313,48134.88699,0.097911026,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 1995",Iowa,1995,2840860,726961,95.12%,1.84%,0.25%,1.16%,1.63%,,35519,,,,0.675019003,490712.4893,,0.066083313,48039.99135,0.097898448,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 1996",Iowa,1996,2848473,729177,94.96%,1.86%,0.25%,1.18%,1.75%,,34933,,,,0.675062359,492239.9458,,0.066083313,48186.43197,0.097892161,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 1997",Iowa,1997,2854396,729806,94.82%,1.87%,0.26%,1.20%,1.85%,,35054,,,,0.675084037,492680.3809,,0.066083313,48227.99837,0.097889017,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 1998",Iowa,1998,2861025,729943,94.65%,1.90%,0.26%,1.21%,1.98%,,35276,,,,0.675094876,492780.7793,,0.066083313,48237.05179,0.097887446,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 1999",Iowa,1999,2869413,732671,94.44%,1.92%,0.26%,1.24%,2.15%,,38047,,,,0.675100296,494626.4089,,0.066083313,48417.32707,0.09788666,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2000",Iowa,2000,2929067,733337,92.71%,2.11%,0.32%,1.28%,2.85%,0.75%,42993,,,495080,0.675105715,495080,,0.066083313,48461.33855,0.097885874,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2001",Iowa,2001,2931997,728601,92.32%,2.17%,0.32%,1.31%,3.09%,0.80%,40976,,,,0.678887634,494638.2089,,0.066083313,48148.36798,0.097340576,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2002",Iowa,2002,2934234,723685,91.96%,2.22%,0.33%,1.35%,3.30%,0.85%,41827,,,,0.680778593,492669.2561,,0.066083313,47823.50242,0.097070198,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2003",Iowa,2003,2941999,720102,91.58%,2.28%,0.34%,1.40%,3.50%,0.91%,41985,,,,0.681724073,490910.8682,,0.066083313,47586.7259,0.096935572,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2004",Iowa,2004,2953635,718708,91.19%,2.35%,0.34%,1.45%,3.72%,0.96%,48508.49029,,,,0.682196812,490300.3067,,0.066083313,47494.60577,0.096868399,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2005",Iowa,2005,2964454,718488,90.80%,2.43%,0.35%,1.50%,3.93%,1.02%,48508.49029,,,,0.682433182,490320.0523,,0.066083313,47480.06744,0.096834847,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2006",Iowa,2006,2982644,721703,90.37%,2.52%,0.35%,1.54%,4.15%,1.08%,49199.63819,,,,0.682551367,492599.3694,,0.066083313,47692.52529,0.09681808,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2007",Iowa,2007,2999212,723632,89.94%,2.62%,0.36%,1.58%,4.37%,1.14%,49262.0887,,,,0.68261046,493958.7722,47820,0.066083313,47820,0.096809699,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2008",Iowa,2008,3016734,725658,89.52%,2.73%,0.36%,1.63%,4.57%,1.21%,50774.04517,,,,0.682640006,495363.1815,,0.064102128,46516.22212,0.093903269,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2009",Iowa,2009,3032870,726969,89.06%,2.82%,0.36%,1.69%,4.82%,1.27%,50422.39685,,,,0.682654779,496268.8621,45160,0.062120943,45160,0.09099906,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2010",Iowa,2010,3050819,728251,88.69%,2.88%,0.36%,1.75%,5.01%,1.32%,47961,78.3%,70.74%,,0.682662166,497149.4048,,0.075005078,54622.52327,0.109871445,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2011",Iowa,2011,3066772,726369,88.25%,2.96%,0.35%,1.90%,5.16%,1.37%,49427,77.5%,70.11%,495870,0.682669552,495870,63840,0.087889213,63840,0.128743421,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2012",Iowa,2012,3076844,724892,87.90%,3.02%,0.35%,2.02%,5.29%,1.42%,50957,77.4%,68.98%,499825,0.689516507,499825,,0.082585813,59865.79485,0.11977351,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2013",Iowa,2013,3093935,726556,87.41%,3.15%,0.36%,2.17%,5.45%,1.47%,52229,79.6%,69.10%,502964,0.69225772,502964,56150,0.077282412,56150,0.111638209,,,,,,,,,,,,,,,,,,,,,,
"Iowa, 2014",Iowa,2014,3110643,728956,86.95%,3.29%,0.37%,2.31%,5.57%,1.52%,53712,78.3%,70.45%,505311,0.693198218,505311,,0.08717233,63544.79273,0.125753828,< 1%,0.18,0.28,< 1%,0.02,< 1%,< 1%,0.3,< 1%,0.01,< 1%,< 1%,< 1%,< 1%,0.21,0.01,330,,,,,
